Well_id,Na,Mg,Al,P,S,Ca,Fe,Mn,Initial_g,Deployment
42_2,49.0708621704,7.410911053840001,38.8118503647,1.8655547349600003,160.08060432,43.98214603692,14.224085235780004,8.3041813491,20,2
42_3,24.395797188,2.471011312,18.920701799999996,0.4101690599999999,284.03104800000006,28.625389968000004,3.283116648,3.0079064399999997,20,2
42_4,7.9020142611200015,1.4259004771133328,8.089134940440001,0.07132058679,274.54591473999994,23.92997408812,2.4402377114600005,0.4662679222400001,20,2
52_2,56.56431108424,23.83888561385333,54.80813434524,6.89277953268,645.93037132,98.18312978380001,11.82892117664,23.172966238999994,20,2
52_3,31.022431185900004,11.302666641933333,34.1731249734,1.0866392796000002,530.2500952,37.6944337042,6.684138524000001,4.443645164,20,2
52_4,85.00639391607999,18.563211566553328,42.44115726006001,0.18611909393999998,808.5173543199999,76.60101548008001,5.36943579614,2.27745730004,20,2
86_2,0,1.3853585663466668,3.0489775311600003,1.2983684223600003,270.69603812,21.895581334880003,10.106525734600002,0.47331283312,20,2
86_3,70.8481804032,22.928337043200003,91.98250980480002,0.08437763519999997,684.0939456,84.45203268480002,4.9229360064,2.4895938816000003,20,2
86_4,112.25438955616,22.856514963653332,99.2655623628,0.29739682581,683.0963505999998,126.64939557856002,3.540438402499999,2.0509551404599997,20,2
